老顾客一如既往服务质量好继续购买
宝贝很不错，弹性很大，穿上很舒服，号码很标准.全五分2017.
好评！2017.
现在穿不了，等秋天在穿一定漂亮。2017.
初次评价:2017.10.208号拍下了，今天已经20号，还没有收到货，昨天和卖家联系，也不说明原因，只说再重新发，今天仍然没有给发货，第一次碰到这样的卖家，怎么看你们的信誉？可
我的身高166体重110 买的m穿起来刚刚好 给各位亲做个参考 衣服很不错 很满意2017.
面料还可以，就是有点松，釦眼穿穿就打了，扣不上了！2017.
不错2017.
很好！2017.10.13
可以的2018.06.13
价格合理！上身效果不错！喜欢！所以继续光顾！2017.
好买了五件 面料都不错 就是两件不适合本人肤色 申请退货过程中客服芦荟服务很是热情 谢谢客服2018.
客服木棉服务到位，衣服很适合我这种身材1米58，112斤，L号2017.
经常在丹慕家买美衣，喜欢他家的风格，美美哒还很有特点，质量也好，这次一下采购了三件，非常满意，尤其是客服白茶耐心周到的服务，让我们顾客更加有信心网购了2018.
做工不是很精致，布料也不是特别好，洗之后掉色相当严重，袖口处有点紧，自己系不上扣子，得别人帮着系。还有就是小腹处设计不是很合理，显得有点突出。总之，整件裙子可取的地方就是整体的样式挺知性大方的，所以也就懒得退了，其他的真的不敢恭维，感觉不值这个价。2017.
太棒了，很满意！布料很好，很惊喜。2018.
等了几天的衣服终于收到了，穿着很合适，满意2017.
上身效果很好，只是不是现在穿的，买回家试一下，合身就放起来了，所以一直也没有评价。2018.06.28
衣服不错，上身挺漂亮！2017.
上身显瘦，喜欢2017.
妈妈穿S号太合身了，还显得身材凹凸有致的，面料很好，她很喜欢！2017.
一般般2017.
衣衣穿了大家都说合身漂亮，主要是第一眼就看上就收藏的，有新款还会回购的，谢谢诚信的商家，质量一如既往放在第一2018.
款式和品质都不错，售后服务很好！2017.
一次买了两条裙子 客服建议的尺码很合适，衣服穿上很显气质，下次还会继续关注2017.
宝贝收到，超喜欢，是我所爱，时尚，大气，卖家服务好。2017.
做工很好，布料很厚，有弹性，试穿后有点纠结，衣服款式很喜欢，穿着肩有点大，腰有点瘦，把扣子向外挪了挪可以穿，感觉腰带做工不太理想。2017.
??2017.09.14
衣服挺好看的。2017.
材质不错，老妈装上好看2017.
初次评价:2017.09.27版型漂亮，穿着舒适，价钱合理
上身效果非常不错，很喜欢2017.
裙子非常合身！有厚度，适合秋季穿。材质要是更好些就更棒了！2017.
超满意超满意2017.
。太宽了、可以换小码的吗？
衣服有点弹力，穿上蛮显身材的！美中不足的是腰带质量不好2018.
衣服质量不错，大小刚好，个人感觉有点长了，本人身高1：60.重112斤，给姐妹们做个参考吧2017.
布料真不错，也很显身材，好评2017.
穿着合适，尺码也标准，衣服面料好，下次还会光顾，祝老板发财2017.
衣服刚好合身，质量不错，收到衣服没有腰带后我联系店家很快就寄过来了，我很满意，这个店值得信赖！全评5颗星。2017.
衣服款式时尚简洁大方，上身效果非常好，质量很好！宝贝很喜欢！给五星好评2017.
衣服质量很好穿着大气，很喜欢他家衣服还会光顾的。2017.
收藏好久终于出手了，客服热情、细致，推荐的码数适合，显气质，如能有暗扣就更完美了！2017.
裙子质量很好我很喜欢2018.
好评，很喜欢2017.09.22
尺寸合适，颜色稍暗2017.
质量挺好的，百合的服务也很到位。2017.
一直忙了忘记评论，给朋友买的，还好2017.
还可以，妈妈说好看！2017.
宝贝挺好2017.09.12
面料还好，腰下面的拉链不太服帖，坐下来扣子之间就张开，还不如设计侧面长拉链，前面的扣子作为装饰。袖子的设计也是让人服了，短了一寸的样子，扣不上，扣上也太紧。2017.
衣服物有所值，很好。2017.
和图片相符，质量不错，老公说可以，好看2018.
料子厚厚的有弹性，尺寸合适2017.
不错，东西很好2017.
很漂亮！2017.09.27
给妈妈买的，客服推荐的尺码很准，妈妈穿上很合身，质量也不错，就是有一点，衣服上的口袋有些多了。2017.
衣服质量不错，就是稍稍大了点，一米六，112斤，拍了M号，下边裙子部分穿起稍微有点宽松，也懒得换了，大概是因为衣服有弹性吧，拍S号估计刚好，供大伙参考。2017.
可以，质量不错，适合深秋时节穿2017.
等了一周多没白等哈，面料，做工，样式我都很喜欢，穿上很显身材。同志都说好。五分好评！2017.
衣服很好，服务很好2017.
面料厚实带些许弹性，款式做工还不错。2017.
。面料摸着手感很好，穿上也显大气，商家态度也很好，起先拍大了，很耐心的给我换了，不错的一次购物
很合身，漂亮！2017.
质量还好！买大了一码，本来想换，但怕麻烦就宽着穿吧2017.
挺好的，穿着衣服也舒服，不错，物流还好2017.
上身效果极佳???2017.
与描述相符，色彩搭配与大小很适合本人.2017.
衣服穿上有型很好，弹力挺好2017.12.19
初次评价:2018.04.09面料不是我想要
衣服款式还可以，就是褪色太厉害了，洗一次退一次2017.
面料有弹性，上身较舒服，也显身材，还不错2017.
质量很好，款式也可以，喜欢的亲赶紧下单。2017.
自动默认收货了，本来要退货的，尺码太不标准了！2017.
面料很舒服，穿上很修身，感觉不错。2017.
衣服面料好，上身效果不错，喜欢2017.
我1.65米，体重130斤，买的xxl码，刚好合适。衣服做工用料都能挺好，设计上特赞的一点穿脱方便。适合北方深秋穿。全五星必须的。 不急穿，还不错2017.
质量还行吧，就是颜色太暗了2017.
衣服料子厚实，穿着舒适。身高161，体重52公斤，穿M正好。腹部拉链设计非常满意，穿着非常大方，喜欢！2017.
已经是老顾客了，质量还是一如既往的好，很漂亮，是我喜欢的款式，穿着合身，比较厚实，适合秋季穿，非常满意。2017.
太满意了，因为是聚划算活动所以一下子买了两件，没想到非常漂亮非常满意，早知道多买几件了，价格不知啥时在能搞活动2017.
衣服总体效果挺好的！2017.
还没来得及穿，天就热了，看样式，面料还是很喜欢的2017.
有弹性 准 好 无 衣衣质量好，做工也好，样式漂亮，显瘦，减龄，很有知性味。2017.
效果不错2017.09.25
面料很好很舒服！版型比较显瘦。2017.
衣服很厚实，也有弹性，过程中出了一点差池，不过客服及时解决了，好评2017.
初次评价:2017.09.18看着好买了一件，快递走了十天，急忙穿上试试看，有点肥，想换一件又舍不得，因为做工很好，布料也很软，想更完美一点换了个小一号的，结果很失望，款式一样布料很硬，有弹性，客
七夕买的昨天才收到，物流太慢，还好裙子还可以，厚实，有弹力，颜色稍老气！总体还好吧！2017.
衣服面料很好，我1.6米55公斤买的L码群摆有点肥，售后服务很好但是物流很慢2017.
衣服质量不错，大小合适，挺好的。2017.12.21
衣服的做工是有问题的，因面料有弹性，裁剪时就出现不对称的现象，收到宝贝后，也没有注意到这个问题，等上身后总感觉后叉不对，等回家脱下来一对折才发现问题出在什么地方，整个裙子的下摆是左边宽右边窄，因商标已经剪掉无法退货，无赖只好自己认了呗…2017.
。衣服挺好的，料子很软，很舒服。拉链那要是再服帖一点
好 好2017.10.09
衣衣质量好，穿着显身材2018.04.13
面料很厚，有弹力，穿着效果不错。2017.
衣服婆婆中意，只是厚了现在买来放着下 半年穿了！2017.
衣服很满意，妈妈很喜欢2017.
初次评价:2017.10.19衣服还算合身，身高160，体重52公斤，还是感觉袖口有点紧，还有就是拉链像裤子前开门那么长也是那个位置，而且有点厚，穿起来有点起包，衣服不掉色与卖家描述相符。收货2天后追加
衣服不错，显瘦，料子也好，穿上舒服，给5分评价2017.
做工：差差差！！！！。2017.
上身效果不过，很漂亮2017.
衣服还可以，比较厚实，有点弹力，上身效果不错！只是我刚拍下，就在聚划算看到降价了，有点影响心情哦2017.
衣服早已收到，今天试了一下很合身，适合我们年纪大一点稍胖一些的人，显瘦，布料厚重，好评！2018.
帮老妈买的，我妈挺喜欢的，不错～2017.
买来送人的，然而物流太闹心了，，后期服务不错，然而时间实在太久了会……总之这次购物体验也是灰常无语……2017.
上身效果很好，料子也很好2018.
东东很好，和图片一样，很合身！面料舒适！2018.03.21
不好，质量一般还没腰带，售后说是非卖品，非赠品要自己配，无语😓是最不开心的一次！2018.
衣服上身效果很好，穿出了女人味。售后服务态度很好。就是物流太慢。2017.
衣服穿上舒服，不好的就是掉色，会掉色的衣服容易旧。2017.
上身效果一般，和60多元的差不多，不值这个价钱。发货又慢，催多次才发货，本想退……唉!2017.
衣服穿上好看显瘦2017.
初次评价:2018.04.11好看，显身材。面料质地很好，有厚
初次评价:2018.08.18衣服很厚实，质量也不错，值得推荐！客服芦荟服务很好
给妈妈买的，妈妈很喜欢哈，衣服穿上很美哈特别显瘦2017.05.08
不错 合适 可以接受 不错 基本无 很好2017.
初次评价:2017.10.09东东很赞， 就是东东的5个扣眼开的过于太大，穿起来尴尬，建议东家将扣眼开小点更完美，本人准备去裁缝店修修，
初次评价:2017.11.16还没有试穿，不过看着不错收货当天追加：
衣服不错，质地款式都好，袖子有点短。2017.
按客服推荐的尺码买的，合适，修身，但物流很不到位，店家发货几天了都看不到物流信息，估计是接货后就不知被扔到哪个犄角旮旯去了2018.
非常好，料子很好，做工也好，超值。2017.
衣服很好，和图片上一样，无色差。2017.
不错，挺好！2017.09.28
还行2017.09.29
今天刚穿上，质感非常不错，通勤适合2017.
上身效果不错，家人也说好，一次很满意的购物2017.
。修身很不错
连衣裙收到了，质量真的很好，穿在身上特别的舒适！多次在他家购买衣服了，每次都很满意！衣服做工精致，微弹力！特别合体，穿起来非常的漂亮！售后服务也非常的热情，周到，耐心！有点儿小问题也能及时，快速的解决！很满意！五星好评！2017.
好评！2017.08.28
质量很好哦，妈妈穿很显气质也不显胖呢2017.
很成功的一次购物，很漂亮大方得体，以后还会来光顾。2017.
太美了，给妈妈买的，非常棒，显瘦，有气质，妈妈大爱??2017.
不好意思评价晚了，衣服很棒，有弹性，尺码合适2018.03.27
面料柔软舒适，大小合适，就是袖口小了，扣不上。这种面料最好是长袖就完美了2017.
瘦身，厚料子！适合年龄50岁2017.
衣服好看，面料各方面都很好2017.
之前买了一件了不合身，换了这个，挺合身挺好看2017.
还不错，好评2017.09.26
裙子很满意。2017.
收到的衣服还行，但是有点味道，估计洗一次可以了，第一次发货物流把货给发丢了，联系了2次售后服务，衣服很快就收到了，也同意按照99的价格，总的来说还是满意的。2017.
好看～修身，不要腰带好看2017.
非常好 。 老客户了 超赞2018.
还好，有点厚。2018.03.14
很好，买了好几件2018.
衣服穿的很舒服，也很合身，很满意。2017.
衣服很厚实，版型也很好，显瘦2017.
。衣服早就收到 很早就喜欢这款衣服 一直等到活动才下手 很满意 厚实 只是尺码有点偏大，我平常穿M码，就拍了M码，穿上有点宽，不过因为嫌麻烦就没换。总体还好吧，给好评5分。
很好的颜色，适合自己。 不透明，料子比较厚，秋季保暖。 尺寸合适 做工精细。 有点弹性，不错。2017.
初次评价:2017.11.20面料柔软，漂亮收货当天追加：天竺在百忙之中抽出时间给我耐心
非常不错，满意。一下买了两条。2017.
可以 有弹性 尺寸标准！样式洋气！显瘦！2017.
。帮朋友买的，
不好意思评价晚了，衣服很棒，有弹性，尺码合适2018.03.27
面料柔软舒适，大小合适，就是袖口小了，扣不上。这种面料最好是长袖就完美了2017.
瘦身，厚料子！适合年龄50岁2017.
衣服好看，面料各方面都很好2017.
之前买了一件了不合身，换了这个，挺合身挺好看2017.
还不错，好评2017.09.26
裙子很满意。2017.
收到的衣服还行，但是有点味道，估计洗一次可以了，第一次发货物流把货给发丢了，联系了2次售后服务，衣服很快就收到了，也同意按照99的价格，总的来说还是满意的。2017.
好看～修身，不要腰带好看2017.
非常好 。 老客户了 超赞2018.
还好，有点厚。2018.03.14
很好，买了好几件2018.
衣服穿的很舒服，也很合身，很满意。2017.
衣服很厚实，版型也很好，显瘦2017.
。衣服早就收到 很早就喜欢这款衣服 一直等到活动才下手 很满意 厚实 只是尺码有点偏大，我平常穿M码，就拍了M码，穿上有点宽，不过因为嫌麻烦就没换。总体还好吧，给好评5分。
很好的颜色，适合自己。 不透明，料子比较厚，秋季保暖。 尺寸合适 做工精细。 有点弹性，不错。2017.
初次评价:2017.11.20面料柔软，漂亮收货当天追加：天竺在百忙之中抽出时间给我耐心
非常不错，满意。一下买了两条。2017.
可以 有弹性 尺寸标准！样式洋气！显瘦！2017.
。帮朋友买的，
不好意思评价晚了，衣服很棒，有弹性，尺码合适2018.03.27
面料柔软舒适，大小合适，就是袖口小了，扣不上。这种面料最好是长袖就完美了2017.
瘦身，厚料子！适合年龄50岁2017.
