不错，已经送礼了，分量很足，很好03.30口味：【10种特产礼盒共1995g】
东西蛮好的！2018.12.08口味：【10种特产礼盒共1995g】
宝贝很好，物流很快！这几天忙的忘了给评论了！不好意思了！02.01口味：【9种特产礼盒共2079g】
直接寄家里送礼用，还没拆开看呢02.01口味：【9种特产礼盒共2079g】
宝贝很好，送人很有面子2018.11.12口味：【10种特产礼盒】共1995g
包装大气01.14口味：【9种特产礼盒共2079g】
品质很好，种类多，很好吃2018.12.30口味：【10种特产礼盒共1995g】
质量很好，打算在买别的款2018.12.27口味：【9种特产礼盒共2079g】
商品：快递快质量好服务：服务好2018.12.10口味：【10种特产礼盒共1995g】
"第三次买了,很实惠的礼包2018.12.18口味：【10种特产礼盒共1995g】"
老字号，很满意。2018.12.19口味：【10种特产礼盒共1995g】
挺好的，给家人买的2018.12.17口味：【9种特产礼盒共2079g】
很好的，谢谢，客服也好，送人很好2018.12.28口味：【9种特产礼盒共2079g】
。过年前买的，这袋标着2018年12月5日生产的，今天19年2日17日打开全发綠了。是苔条豆瓣本色还是长霉？才2亇半月70来天，保质期多少天啊？口味：【10种特产礼盒共1995g】
两包大礼盒，东西真丰富，包装也很精致，很上档次，是送亲友的佳品！2018.11.21口味：【10种特产礼盒共1995g】
挺好的2018.11.12口味：【10种特产礼盒】共1995g
商品：货真价实！服务：服务良好！2018.11.07口味：【10种特产礼盒共1995g】
太次了 真是难吃 这样的东西送礼 还不如不送 ！02.10口味：【10种特产礼盒共1995g】
样式很多，味道很好2018.11.16口味：【10种特产礼盒共1995g】
买来送人的，包装很大气2018.12.10口味：【10种特产礼盒共1995g】
东西不错2018.11.11口味：【10种特产礼盒共1995g】
东西蛮好的！2018.12.08口味：【10种特产礼盒共1995g】
宝贝很好，物流很快！这几天忙的忘了给评论了！不好意思了！02.01口味：【9种特产礼盒共2079g】
直接寄家里送礼用，还没拆开看呢02.01口味：【9种特产礼盒共2079g】
宝贝很好，送人很有面子2018.11.12口味：【10种特产礼盒】共1995g
过年送人02.16口味：【10种特产礼盒共1995g】
速度超快2018.12.09口味：【10种特产礼盒共1995g】
收到了，不错蛮好的2018.11.30口味：【10种特产礼盒共1995g】
不错，商家很诚信2018.11.05口味：【10种特产礼盒】共1995g
东西不错，就是买了12箱还不肯给点优惠。。。01.21口味：【9种特产礼盒共2079g】
上海旅游时给单位同事买的，假满上班，已经全部被吃光。2018.11.01口味：【9种特产礼盒】共计2079g
非常的好，种类齐全，味美香甜，好吃，以后再买！2018.10.30口味：【10种特产礼盒】共1995g
挺重的一盒，就是有一箱角有点皱01.14口味：【9种特产礼盒共2079g】
还行，就是有点贵01.26口味：【10种特产礼盒共1995g】
帮朋友代买的2018.10.29口味：10种特产共1995g+礼盒
快递公司太慢了。货到两天没有送。01.18口味：【10种特产礼盒共1995g】
给朋友买的，服务不错！01.20口味：【10种特产礼盒共1995g】
送人了。应该还好吧01.07口味：【10种特产礼盒共1995g】
味道还是不错的，发货也很快01.13口味：【9种特产礼盒共2079g】
只能说非常失望，只有一盒海苔饼勉强能吃，其它的开包一口就有想扔的冲动，这种东西也就是去上海出差又不想上街又想带点东西给办公室人吃才会买，但是不会有下次了！2018.12.26口味：【10种特产礼盒共1995g】
没想到保质期6个月，我收到的大礼包生产日期是10月份。我送人的呢，给我发这么早的生产日期。唉：-(2018.12.18口味：【9种特产礼盒共2079g】
包装不错，还未品尝…2018.12.11口味：【10种特产礼盒共1995g】
买给朋友的。朋友说青豆比较腥。吃着太硬。2018.12.24口味：【10种特产礼盒共1995g】
不知道怎么样，送人的。应该不错吧。2018.12.10口味：【10种特产礼盒共1995g】
送领导了。没吃到。。。每次出差都在网上买当地特产。。。2018.11.27口味：【9种特产礼盒共2079g】
物流慢的要死2018.12.08口味：【9种特产礼盒共2079g】
味道说实话不怎么样，拿给朋友吃，以为是坏掉了。而且收货时箱子还这样了先2018.11.12口味：【9种特产礼盒】共计2079g
送人的。送人的，客服态度一般，要好好培训了，蓝翔技校有这专业应该。一到金秋，你便如此张扬，以至于满大街都飘散着你的味道。因痴迷你醉人的芬芳，一路寻花问柳，甘愿醉倒你的脚下。抑制住心跳，不断地深呼吸再深呼吸，拥你入怀更想藏你于心底2018.11.03口味：10种特产共1995g+礼盒
不值这个钱，一般般2018.11.17口味：【9种特产礼盒共2079g】
11号下单，18号才收到。2018.11.18口味：【10种特产礼盒共1995g】
送礼用的，很漂亮！2018.10.29口味：【10种特产礼盒】共1995g
"真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物01.24口味：【9种特产礼盒共2079g】"
自从注册了淘宝、天猫、一直就不在意淘宝币和积分怎么用，后来知道了评论的重要性，晒图的重要性，还有晒视频！家里的东西大多都是在电商购买的，以来不用出门瞎逛，而来还能免去出门的后续琐事。真的天猫超市让我越来越懒，可是有什么办法呢，天猫的东西那么好，日期很新鲜，质量有保障，物流配送快捷，买生活用品假货风险很低，买大品牌比实体店折扣低，还送购物券和津贴，对我们真是太用心了。以前都没有认真评价过，以后需要还会回顾的。02.19口味：【10种特产礼盒共1995g】
好大一盒子、送礼的、还好啦！01.02口味：【10种特产礼盒共1995g】
"质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物，质量很好，希望更多的朋友信赖．店主态度特好，我会再次光顾的。不好意思这个时候才来评价，非常好的店家，东西很喜欢！买来这个我很喜欢，卖家的贴心让我感到很温暖，很热情的卖家，下次还来，希望下次还有机会合作，祝你生意兴隆！质量非常好，真出乎我的意料，包装非常仔细，非常感谢。01.27口味：【10种特产礼盒共1995g】"
这是一条好评段子，花钱的评价，麻烦你们认真点！先说商品质量：产品总体不错，包装严实。再说商家服务：点赞啦。最后点评快递：发货很快。其他就是感谢店家打折送券活动，毕竟便宜好货更实在。希望店家多多优惠，及时通知老客户，促成回购。祝生意兴隆。2018.12.12口味：【10种特产礼盒共1995g】
还不错 因为本仙女很懒，不想每一件商品都一样一样地去写好评，所以特意写了这样一个评论。但是这件商品无论是质量、材质还是款式，肯定都是本仙女所中意的，如果本仙女不喜欢的话，本仙女收到货肯定是会很生气的，很气很气的那种哦。不然这个评论肯定会变成那种喋喋不休，怨气横生，怨天怨地的那种。最后当然不可能忘了给这件商品一个好评，给各位爱淘宝的宝宝们一个购物参考，这个产品还是非常值得购买的！ 祝看到这条评论的各位小仙女们永远年轻漂亮美丽大方，永远都是16岁03.06口味：【9种特产礼盒共2079g】
"小时候读书不努力，写作文完全靠编，上了100字就靠标点符号来凑了。何况现在上了年纪，手懒了，嘴不利索了。你还叫我写100字的好评，你于心何忍啊。我从不给人差评，好评都是默认的，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物。小学毕业了01.25口味：【10种特产礼盒共1995g】"
还没有空吃，看着包装挺好的，等吃了再来评价。还没有空吃，看着包装挺好的，等吃了再来评价。还没有空吃，看着包装挺好的，等吃了再来评价。还没有空吃，看着包装挺好的，等吃了再来评价。还没有空吃，看着包装挺好的，等吃了再来评价。还没有空吃，看着包装挺好的，等吃了再来评价还没有空吃，看着包装挺好的，等吃了再来评价。2018.11.13口味：【9种特产礼盒共2079g】
爸爸春节送礼让我买的，礼盒非常好看送礼完全没问题宝贝很好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好很好很好很好很好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好很好很好很好01.14口味：【10种特产礼盒共1995g】
很赞 好评01.07口味：【10种特产礼盒共1995g】
我送人的 拍了两个不同款式的 其中一个没了也不说 直接发货 就这样做生意？？？？？？拜拜了您那不会再买02.21口味：【10种特产礼盒共1995g】
宝贝很好很快赞03.26口味：【10种特产礼盒共1995g】
东西很好，豆子有些多啊，还是不错的。2018.10.12口味：9种特产共计2079g+礼盒
。同事说很好吃口味：10种特产共1995g+礼盒
不错2018.09.13口味：10种特产共1995g+礼盒
还不错2018.09.28口味：10种特产共1995g+礼盒
好吃 包装体面，很喜欢，下次继续再来买2018.10.11口味：10种特产共1995g+礼盒
很好吃2018.07.26口味：10种特产共1995g+礼盒
还可以2018.10.15口味：10种特产共1995g+礼盒
很好，还没吃2018.10.25口味：9种特产共计2079g+礼盒
好评2018.10.07口味：10种特产共1995g+礼盒
好吃不错2018.10.11口味：10种特产共1995g+礼盒
送人了，不知道怎么样，习惯好评2018.10.06口味：10种特产共1995g+礼盒
一分价钱一分货，产品质量也太一般了，包装看着就嫌弃！商家可能需要升级产品了！2018.10.14口味：10种特产共1995g+礼盒
一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般，一般2018.10.08口味：10种特产共1995g+礼盒
口味还不错，包装挺好的。2018.09.27口味：10种特产共1995g+礼盒
好吃，她很喜欢2018.09.23口味：10种特产共1995g+礼盒
送全国各地客户，推荐上海特产，买家很负责，包装都用硬纸壳，很好2018.10.05口味：10种特产共1995g+礼盒
送全国各地客户，推荐上海特产，买家很负责，包装都用硬纸壳，很好2018.10.05口味：10种特产共1995g+礼盒
具体怎么样不太清楚 买回来送人的 就是让发顺丰到付 运费79元 挺快的 服务态度一般2018.08.28口味：10种特产共1995g+礼盒
只能说东西一般，不值这个价2018.10.02口味：10种特产共1995g+礼盒
送全国各地客户，推荐上海特产，买家很负责，包装都用硬纸壳，很好2018.10.05口味：10种特产共1995g+礼盒
不错，速度还行2018.10.16口味：9种特产共计2079g+礼盒
送全国各地客户，推荐上海特产，买家很负责，包装都用硬纸壳，很好2018.10.05口味：10种特产共1995g+礼盒
