味道酸酸甜甜的，很好吃，效果看不出来，图个心理安慰。05.01
这个活动是骗人的 3.8号搞活动是两瓶8.5折 结果活动结束后10天 两瓶7.5折 后面3.19是什么大活动吗 想不通 我在你搞大活动时候买的还没有平时买的折扣大 不是骗人的活动麦 还说超过10天不退差价 真的是 你在第11天的时候搞活动 不是说差这个点钱 完全是这个心理接受不了 我在搞活动抢的货也比平时还贵 晕哦 活动价完全不能相信
口感和以前买的一致，很大一瓶，是否正宗不懂，自己喜欢就好，我觉得挺好，好吃，软软的，很Q弹，包装好严实01.10
收货当天追加：挺好的 和之前国外买的一样。
以前都是代购那里买，吃了有两年多了吧，现在天猫国际上买真的很方便，两三天就到了，还比代购优惠，哈哈，以后都来这里啦，赶上活动囤点货还是很划算的，希望天猫国际多上一些保健品，这样给老爸老妈买保健品就不用费劲的从国外寄啦，哈哈2018.12.24
很大一瓶应该可以吃挺久，刚吃效果还不明显，有效果后追评！好评！2018.
多久可以吃出效果05.01
刚收到货！好吃！期待效果01.20
胶原蛋白糖果真的还蛮好吃的，有点酸酸的，像QQ糖，买了之后基本每天都吃，比之前买的药丸好多了，吃了几天暂时没有什么太大的感觉，坚持吃吧02.06
还没吃，同事种草来的，相信正品～～01.02
赶上年货节划算01.19
盖子拧不开，只能暴力打开
口感真的很像qq糖，好吃2018.12.22
朋友介绍的还不错2018.12.17
收到货就查了一下，正品！口感和朋友带回来的一样！吃完再来买，好评！2018.12.20
与正品一致，双十二买的，很划算，味道很好。2018.
好好味，酸酸甜甜，好快会食晒！2018.12.17
才开始吃，好大一瓶01.01
证照齐全，买的放心。01.14
发货速度快喜欢01.08
速度很快，满意喔！2018.12.21
第一次买，不知道效果。超大两瓶，保质期到20年3月，还有很久。查了防伪码，是正品。味道很香，口感不错，像在吃QQ糖，希望有效果。01.15
酸酸甜甜的草莓味软糖，蛮好吃的，当零食吃也可以，一天一个够了，量也很多两百多个，和妈妈一起吃也可以吃好久了，红红火火恍恍惚惚红红火火红红火火恍恍惚惚哈哈哈哈哈哈哈2018.
好评，到货挺快的，胶原蛋白的糖口感很好，期待效果01.17
跟风买的，听说能改善发质指甲之类的，吃了几天，当作QQ糖吃，柑橘这样的保健品吃法也不错，至于效果，还没感受到，估计得有段时间了2018.
很可爱，很大一瓶，不过还没有吃，看起来很不错，qq糖的感觉2018.12.24
和之前在美国买的一样。物美价廉 好评01.21
价格很便宜，两瓶的价钱在代购那里都买不了一瓶，还没有开始吃，上一瓶没吃完呢，感觉应该是正品，毕竟是天猫国际直营的。……好评返现活动地址已有两年前后矛盾纠纷排查调处工作人员进行评价2018.
开盖子花了十分钟。一定要放在桌子上站起来一只手按住瓶盖逆时针旋转，坐着都不行，一直打不开。打开瓶子浓浓的草莓味，超级Q，好好吃啊。之前吃过这个的胶囊，感觉胶囊不好消化，过期了都没吃完，这个虽然很大一瓶但是感觉要不了多久就能吃完了。有一点酸酸的不是很甜，很喜欢。非常不错。保质期也长，不错不错。
第一次买这种的。不知道吃这个以后怎么样。如果好的话，下次还会买的。2018.12.17
很好吃，效果就不知道怎么样了2018.
糖挺好吃的，双十二的价格还是比代购划算的01.02
味道很好，不知道效果咋样01.13
非常好吃，希望坚持吃能有效果。01.04
已经看中好久，正好年货节搞活动，果断买了两瓶，天猫国际直营，快递特别快。一瓶230粒，很大的一瓶，瓶盖有点不好扭开，不习惯，草莓味的软糖，酸酸的，很好吃，一不小心就能吃多，最近总熬夜，买了给自己补补，希望有效果～
短时间看不出来效果，要坚持吃01.18
口感很好，第二瓶了。无限回购吧！01.20
emmmm希望有用哦感觉挺好吃的
和之前美国代购的一样一样01.21
很大一瓶，味道也不错01.15
产品包装完好 物流送货及时 相信天猫国际 靠谱 准时 主要是放心 赞01.18
囤货，希望有效果01.17
生完孩子之后指甲就不太好了，网上看到说这个胶原蛋白好吃效果也不错，相信天猫国际的品质，期待效果！2018.
初次评价:01.17收到了，还没开始吃~希望
到货准时，第一次购买希望对身体有改善2018.12.24
味道很好吃2018.12.20
双十二237两瓶，和代购的价格差不多，已经很划算了，结果在我奋战好几天之后11号居然抢上了满188-100的优惠券！！！真是皇天不负苦心人啊！所以137就买了两大瓶，是要开心死我。软糖本身酸酸甜甜很好吃，有没有效果就得看长期了，好评2018.12.28
年货节价格很划算~01.16
酸酸甜甜味道不错2018.12.18
味道不错2018.
味道不错01.19
味道不错01.18
希望有效果2018.12.30
和女儿一起吃2018.12.26
买了吃了一段时间了，我个人觉得应该是有用的，需要长期坚持。这个味道真的很棒了，好吃！甜甜的，跟软糖一样的，有的时候不自觉想当零食吃了。吃完了应该还是会回购的。不过小伙伴们买的时候不着急的话一定要等有优惠的时候，她家经常搞活动，有的时候力度很大的，我这次虽然也有活动，但是还是不划算2018.
挺好吃的，跟QQ 糖差不多😂2018.12.22
东西挺好的
跟QQ糖一样好吃，但补胶原嘛一时半会看不出来2018.12.22
发货好快 应该正品2018.12.24
好吃的超好吃，好想一直吃不停啊😂01.09
好大瓶，盖子打不开😂😂2018.12.25
非常划算 送人的2018.12.17
以前一直找代购的 这次试试天猫2018.12.27
相信国际直营2018.12.31
酸酸甜甜挺好吃的01.06
这个胶原蛋白软糖太好吃了!每天都要多吃几粒 同事看到以为是糖也抢着吃 酸酸甜甜的 家里一瓶公司一瓶 以前买的其他保健品都会忘记吃 这个完全不会!吃完还会继续回购!2018.12.23
收货当天追加：还么吃，希望有用
第一次买，发货快。2018.12.31
。哺乳期吃呢不知道啥样呢
就像水果糖，q弹01.09
简单明了评价一下。这款是大瓶装的。之前买过一次小瓶装的，没几天就吃完了。口感酸甜，嚼起来像软糖，我想这个需要吃一段时间才能看出效果吧。不过最近除了吃这款之外还一起搭配吃了鱼油，蜂胶，维生素片什么的，芝麻上的竖纹缓解了一些，同时还注意了睡眠和尽可能保证睡眠质量，应该是综合这些因素起效的吧。单吃可能会慢吧，或者身体好的话单吃可以简单保养一下。我还是挺相信天猫国际的。2018.
酸甜好吃2018.12.27
不知道是不是正品.很大一瓶
刚开始吃01.19
双十二活动的时候看到优惠就买了，也不用去想什么具体功效，主要当糖吃着玩玩，一天两颗，家里单位各一瓶放着，口感不错，不过既然是以糖的形式就别想着能补充多少生物素，抗皱之类的功效吧，毕竟糖吃多了皮肤会老的快01.20
这款胶原蛋白现在特别火，收到就开始吃了，目前还没什么感觉，不过味道不错，所以对于吃什么都很难坚持的我来说，难得的每天都不会忘记，希望时间长了会有效果，一直相信天猫国际，感觉应该是正品。
【这是一条好评评论。 店家回复及时，宝贝也非常的好。是我需要的。因为看到人家说好评要80多字才可以升值，所以我也写了一个好评魔板，看到这条评论大家可以放心购买宝贝了。好评好评好评好评好评好评！好评，重要的事情说好几遍。80个字还没凑够，我觉得还得说一句话，祝店家生意兴隆！2018.12.23
不错哦，很好01.20
发货很快，宝贝好大一瓶，感觉可以吃很久，11买的另外一种蓝莓味的还没吃完，吃完了在吃这个，留着慢慢吃2018.12.22
发货超快，包装也很到位。2018.12.17
买了两瓶，挺大瓶，味道酸甜2018.12.20
发货快 有活动 就买买买2018.12.24
有人知道禁服日期在哪里看吗？04.18
物超所值2018.12.19
超级大的一瓶，不知道会不会管用，反正年龄大了，就对自己好点，总没有错～～～03.27
日期20年2月，没👅，囤货01.02
不像药 吃着像糖 忍不住总是想吃 好红红火火恍恍惚惚 吃完应该还会再来
搞活动的 好好吃哈哈哈 太甜了 还是有点罪恶感 感觉也会发胖QAA 好大一瓶的
加量装很大一瓶啊2018.12.17
可以，包装很好。还没开吃01.19
速度比我想象的快，辛苦了，很满意哦
喜欢酸酸甜甜的感觉，抢了188-100的券，两瓶七五折，还可以用88vip非常划算了，神价买到了，为自己打call2018.12.21
能跟我说发不超一个月就过期的东西给我是什么意思吗？
先吃一段时间看看效果04.15
超大一桶，看评论应该是正品，但是收到货以后有个问题就是打不开盖子啊！求助求助，有没有像我一样打半天打不开盖子的姑娘呢……2018.12.29
包装完好，日期还可以，吃过之后再来评价。01.08
指甲很软经常断，买来补充补充看看。
发货很快，包装扎实，跟QQ糖差不多但没有QQ糖的胶感，吃完嘴里不会留有什么甜味，所以应该没添加什么糖的。吃着玩看有没有效03.11
发货很快，包装很好。01.11
打不开 真的难开 开了老久了04.15
我的瓶盖被开过吧03.12
和从美国带回来的不一样…
盖子打不开我也是够笨的。东西不错。双十二买的也很便宜2018.12.17
好吃，不知道效果怎么样04.17
相信天猫，感觉跟以前买的味道差不多，最近做美甲做的指甲太差了，吃这个养养指甲
初次评价:03.17感觉不真 前两张天猫买的 后两张国外
不知道有没效果04.15
听朋友安利这个说吃了指甲真的有变硬，我也买来试试！01.06
。回购产品，觉得他们家的产品好，服务好，最主要是不定期有活动，真的很感动，期待下次的新产品！
打开有股酒精味，然后味道酸酸的
是正品，希望有点效果吧04.17
很好吃，希望效果越来越好2018.12.14
对商品没有中文标签有所疑虑！04.15
盖子真**的难开！04.13
这个糖好好吃，一天两粒感觉不够吃04.15
可以，一瓶以后再看结果01.06
很不错。跟以前买的一样样2018.12.10
好2018.12.13
味道好像不对04.17
酸甜的 好吃04.12
已经吃了好一会儿了，酸酸甜甜的很像qq 糖，效果不太清楚，但是当作零食吃还是不错的，希望能慢慢的变好。
好吃，有没有效果就不知道了。03.28
物流好慢好慢。。。不过防伪码查询说是真的
不错，发货挺快的04.13
味道有点太甜了
期待效果03.27
很好吃，像QQ糖。总是忍不住多吃几粒。头发还是掉的厉害嘻嘻，皮肤海星吧，指甲做的太多了，很薄，经常劈，就用一用看看有没有传说的效果吧。03.13
口感还行，吃吃试试，不知道是否正品03.25
刚开始吃，还没看到效果，，，04.07
味道一般
味道有种说不出的感觉04.05
还在吃不知道长期吃有没有后果04.10
试试看有没有用 当qq糖吃了04.04
挺好吃的，盖子比较难开，03.10
可能我是个大力士吧？！？！？！03.22
收到了，还没吃04.09
初次评价:03.16打开又一股刺鼻的气味，吃起来口感也不好。但是查了防伪说是正品，但是和之前海外代购的还是
酸酸甜甜的，有点像QQ糖的感觉03.29
吃起来和朋友美国寄过来的差不多，应该是正品。2018.11.06
也太好吃了吧！（等等，好像并不是糖果）03.11
超级大一瓶，拿到快递的时候都吓到了03.12
草莓香精的味道太浓了点，我吃不惯03.30
还没开吃，不知道效果如何03.19
"。质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物"
不知道糖份会不会太高03.30
不知道好不好，不过挺好吃的
。明显感觉味道不一样，这个比朋友代购回来的要酸一些，口感也比之前的软没什么嚼劲，唉，当糖吃吧，
产后脱发严重，期待效果
好！03.11
。垃圾包装真的
好吃其它效果目前没看到折扣的价格也很给力就是盒子太难开了用钳子掰开的什么饭人类的设计啊……拿有那个劲啊……01.22
还可以，甜甜的草莓味，不算特别甜。挺好的！
之前在淘宝其卖家那买过一瓶，打开一股刺鼻味道，果断退货。这次选择天猫直营店，已经吃了好几天了。正品，执行的是18年的标准，味道没变。
粘到一起去了也不知道怎么分开02.10
拿到的时候，瓶盖是滑动的，拧不开，跟客服聊完，用纸包着，用布包着，都打不开，结果还是朋友帮忙撬开的，残次品吗
味道口感不错，就是盖子不好拧开！有一瓶拧开了，另外一瓶怎么也拧不开！我也是无语了。不知道效果怎样，吃完了在看看吧😊～～～～～～～～～～～～～～～～
挺好的，盖儿太紧，不容易打开01.05
软糖味道蛮好的 也很大一罐 能吃好久 就是盖子太难打开了01.17
怀孕了不能吃，给妈妈01.21
很好吃，酸酸甜甜的，像QQ糖一样，害怕控制不住吃多了。伤心的是刚拿到手吃了一次就发现要搞活动了，买早了。01.10
口感不错，吃了还想吃就和平时吃的QQ糖是的，应为是刚开始吃所以不知道效果怎么样？01.11
和上次买的瓶子颜色有些差异，具体的要吃过才知道，不过相信天猫自营
酸酸甜甜好吃，效果不知道了01.07
现在年纪上去了 真的要好好保护自己的身体 只要不生病 钱慢慢赚就好 对你好的人 你病了就得放下手中的事情来为你操心 太麻烦别人了 （造福不了别人 最起码不要拖累别人 这是我自己的想法 所以我连病都不敢病） 真的建议大家每年1-2次全身体检 大病提前防御 小病及时治疗 长大了得有点家庭观念 对身边的人都负些责任吧 [玫瑰] 别辛苦一世 老来积蓄全花在医院了 悲哀2018.
只能说好吃的东西好难开盖子，买的时候169，买完后活动120一瓶，，要吐血01.13
味道不错，看看效果01.11
两次在平台购买，软糖颜色不一样，味道没什么区别，客服所问非所答，只知道复制粘贴，解决不了问题本身2018.12.31
收货挺快的，也没有都变成一坨，草莓味，不太好吃
虽然扫码显示没什么问题，但是还是感觉不大对，糖的体积比我以前买的80粒一盒的那种小好多，后续看看吃着有没有效果吧2018.
收到的时候里面有点潮了，客服说不影响希望吧，毕竟买了两瓶要吃半年，口感是草莓软糖的味道，个人觉得太甜了，期待效果吧2018.
好好吃啊，管不住自己想多吃。。01.09
一般，并不含胶原蛋白的成分，吃着玩吧
每瓶重量差的有点多，问客服说是包装问题，懒得讲，就这样吧01.19
东西收到了，尝了一颗确实很好吃，仔细看了一下大家的评论和图片。发现我的瓶装不一样，草莓🍓图案的左侧边有个logo，可我收到的确没有，有点怀疑是不是正品哦2018.
发货还是很准时的，就是送货小哥不太负责，包裹就随意放在门口了也没有电话沟通一下。2018.
很快到货了，还没吃，希望有用01.15
吃的反胃 肚子疼
。买完就降
垃圾客服
草莓味，香香甜甜。就是盖子好难开呀！2018.
还没吃呢，希望有用2018.12.22
还没吃，信赖天猫国际直营 希望不要让我失望。2018.12.19
吃着味道一般，没想象中的那么好。2018.
。指甲好像硬了一些，头发嘛，哎，
初次评价:2018.12.21很大瓶。不要买！没有用！一点效
我超爱这个味道 好好吃 先坚持吃 看看有没有效果2018.12.07
还可以。还算便宜。2018.12.15
软糖味道很好哦，每天都在坚持吃，哈哈希望有效果～今天
挺好吃哒 不知道有没有作用今天
才坚持5天，目前没啥变化今天
152到手，开森03.27
比平时便宜挺多的，买了两瓶，平均每瓶低于119元，还是得有活动买，比较划算，之前买过169元一瓶的。还会继续支持天猫国际。有必要买个会员还会打折。2018.12.21
淘宝几年才知道原来评论85个字才会有积分。所以从今天到以后，这段话走到哪里就会复制到哪里。首先要保证质量啊，东西不赖啊。不然就用别的话来评论了。不知道这样子够不够85字。谢谢老板的认真检查。东西特别好，我不是刷评论的，我是觉得东西好我才买的，你会发现我每一家都是这么写的。因为复制2018.12.11
和店家描述的一样呢，产品质量确实狠不错，真材实料，包装也很给力，没有磨损的地方，呵呵，起初还有点担心长途运输风险呢，收到货，悬着的心也放下，放在家里很大气，家里人都很喜欢，客服的服务态度也很好，有问必答，一对一服务，确认是一次愉快的网购，下次购买家具还来你家，继续努力哦，也会推荐朋友过来购买的，，总体灰常满意，必须好评～2018.12.22
